,Feature,Value,Elapsed_Time,Train_Score,Test_Score
0,Population_Size,128,566.3856408596039,0.9373297002724795,0.8695652173913043
1,Offspring_Size,128,609.459835767746,0.8787465940054496,0.8858695652173914

0,Population_Size,128,701.6399796009064,0.8937329700272479,0.8641304347826086
8,Offspring_Size,128,625.0270202159882,0.9237057220708447,0.8641304347826086

